對獎日期,開獎號碼,預測開獎號碼範圍,對中的號碼數量,對中的號碼
['2021/6/14'],[17 25 27 33 35],"[4, 22, 18, 3, 29, 7, 8, 38, 13, 27]",1,{27}
['2021/6/15'],[14 17 27 32 36],"[19, 28, 10, 9, 37, 36, 17, 31, 7, 11]",2,"{17, 36}"
['2021/6/16'],[ 7 17 18 21 27],"[19, 32, 17, 2, 12, 9, 13, 30, 11, 1]",1,{17}
['2021/6/17'],[ 8 28 31 36 39],"[1, 6, 33, 30, 18, 25, 14, 35, 19, 9]",0,
['2021/6/18'],[11 13 20 29 33],"[10, 12, 22, 36, 13, 7, 38, 21, 29, 11]",3,"{29, 11, 13}"
['2021/6/19'],[ 1 12 33 36 39],"[5, 10, 19, 6, 23, 7, 17, 25, 36, 3]",1,{36}
['2021/6/21'],[ 4 10 12 36 37],"[5, 10, 34, 28, 30, 18, 33, 22, 16, 3]",1,{10}
['2021/6/22'],[ 3 11 31 32 39],"[28, 1, 25, 14, 33, 20, 16, 30, 27, 12]",0,
['2021/6/23'],[ 6 12 14 28 35],"[15, 26, 29, 38, 12, 33, 2, 17, 11, 9]",1,{12}
['2021/6/24'],[ 5 29 31 35 36],"[12, 34, 29, 11, 25, 23, 13, 2, 18, 1]",1,{29}
['2021/6/25'],[ 4 12 17 20 23],"[15, 7, 1, 11, 22, 6, 18, 9, 35, 25]",0,
['2021/6/26'],[17 26 31 32 35],"[35, 16, 21, 6, 15, 23, 12, 19, 1, 25]",1,{35}
['2021/6/28'],[ 6 17 29 33 39],"[33, 25, 13, 1, 36, 22, 9, 39, 35, 12]",2,"{33, 39}"
['2021/6/29'],[ 6  9 15 17 24],"[5, 36, 3, 2, 1, 12, 22, 30, 17, 16]",1,{17}
['2021/6/30'],[ 4  6 26 28 39],"[25, 20, 8, 30, 32, 33, 29, 5, 19, 35]",0,
['2021/7/1'],[19 20 28 31 38],"[15, 4, 16, 3, 37, 25, 26, 14, 39, 12]",0,
['2021/7/2'],[ 2  5  7 26 32],"[21, 35, 37, 1, 5, 18, 12, 10, 16, 8]",1,{5}
['2021/7/3'],[ 8 20 23 27 29],"[15, 17, 27, 25, 36, 16, 4, 32, 37, 13]",1,{27}
['2021/7/5'],[ 1 20 24 32 35],"[4, 34, 8, 9, 22, 28, 32, 39, 26, 16]",1,{32}
['2021/7/6'],[10 11 19 21 39],"[3, 39, 35, 24, 30, 21, 13, 6, 12, 38]",2,"{21, 39}"
['2021/7/7'],[ 1 11 17 25 29],"[10, 5, 11, 27, 9, 35, 7, 28, 36, 6]",1,{11}
['2021/7/8'],[22 23 27 35 37],"[36, 1, 7, 21, 3, 34, 13, 39, 5, 28]",0,
['2021/7/9'],[12 13 15 30 37],"[35, 27, 1, 25, 13, 28, 37, 33, 8, 16]",2,"{13, 37}"
['2021/7/10'],[ 9 26 28 35 38],"[30, 38, 15, 23, 10, 22, 1, 26, 35, 39]",3,"{26, 35, 38}"
['2021/7/12'],[ 4  7 17 29 37],"[9, 22, 19, 25, 16, 33, 13, 2, 27, 35]",0,
['2021/7/13'],[10 15 18 24 25],"[15, 7, 31, 30, 18, 16, 9, 5, 19, 8]",2,"{18, 15}"
['2021/7/14'],[ 1 12 14 18 26],"[14, 25, 3, 38, 30, 8, 28, 37, 4, 2]",1,{14}
['2021/7/15'],[ 7 15 23 25 31],"[34, 3, 33, 27, 11, 19, 32, 39, 35, 7]",1,{7}
['2021/7/16'],[ 2  7 17 18 26],"[12, 39, 27, 14, 10, 26, 20, 6, 36, 33]",1,{26}
['2021/7/17'],[ 2 16 21 31 37],"[16, 31, 11, 7, 4, 19, 8, 32, 13, 23]",2,"{16, 31}"
['2021/7/19'],[ 6  7  8  9 30],"[29, 30, 21, 11, 12, 5, 4, 10, 16, 26]",1,{30}
['2021/7/20'],[ 9 14 22 36 38],"[38, 35, 32, 36, 4, 16, 21, 10, 8, 39]",2,"{36, 38}"
['2021/7/21'],[ 9 16 24 32 38],"[6, 24, 35, 1, 19, 7, 10, 14, 37, 30]",1,{24}
['2021/7/22'],[ 1  9 16 32 38],"[7, 10, 32, 11, 16, 2, 28, 14, 18, 5]",2,"{32, 16}"
['2021/7/23'],[10 17 18 20 28],"[17, 39, 14, 13, 38, 30, 7, 18, 37, 28]",3,"{17, 18, 28}"
['2021/7/24'],[ 1  8 12 17 31],"[26, 28, 19, 34, 1, 12, 11, 30, 7, 23]",2,"{1, 12}"
['2021/7/26'],[ 1  5  8 16 38],"[27, 19, 11, 35, 29, 39, 21, 28, 22, 23]",0,
['2021/7/27'],[ 3  5 27 30 35],"[27, 23, 39, 36, 14, 2, 10, 18, 31, 32]",1,{27}
['2021/7/28'],[ 6 12 17 18 24],"[20, 24, 36, 27, 11, 10, 13, 21, 2, 28]",1,{24}
['2021/7/29'],[13 20 21 23 25],"[34, 27, 30, 18, 35, 2, 32, 28, 13, 38]",1,{13}
['2021/7/30'],[ 6  9 17 27 30],"[37, 31, 18, 10, 15, 16, 1, 19, 33, 20]",0,
['2021/7/31'],[ 4  5 17 33 35],"[37, 3, 22, 27, 23, 34, 16, 4, 1, 39]",1,{4}
['2021/8/2'],[ 4 24 25 28 33],"[37, 27, 12, 34, 3, 14, 30, 5, 1, 13]",0,
['2021/8/3'],[ 5  9 24 25 36],"[3, 13, 36, 37, 32, 28, 26, 12, 11, 20]",1,{36}
['2021/8/4'],[10 20 32 34 39],"[38, 18, 15, 1, 3, 20, 22, 25, 10, 24]",2,"{10, 20}"
['2021/8/5'],[ 4  6 25 27 29],"[16, 25, 19, 5, 27, 9, 3, 15, 23, 29]",3,"{25, 27, 29}"
['2021/8/6'],[ 4  7 11 18 19],"[12, 30, 33, 19, 39, 34, 5, 35, 4, 14]",2,"{19, 4}"
['2021/8/7'],[ 2  4  8 11 22],"[18, 35, 3, 36, 28, 19, 16, 11, 2, 21]",2,"{2, 11}"
['2021/8/9'],[ 9 12 18 22 38],"[24, 1, 39, 22, 4, 16, 36, 14, 25, 37]",1,{22}
['2021/8/10'],[ 8 22 23 29 31],"[26, 19, 11, 32, 15, 22, 28, 14, 34, 31]",2,"{22, 31}"
['2021/8/11'],[17 20 28 30 38],"[32, 23, 22, 12, 33, 39, 14, 17, 25, 3]",1,{17}
['2021/8/12'],[ 1  3  7 19 30],"[6, 4, 10, 3, 33, 5, 13, 1, 21, 11]",2,"{1, 3}"
['2021/8/13'],[ 5 25 27 35 37],"[5, 18, 3, 16, 9, 12, 38, 19, 26, 35]",2,"{35, 5}"
['2021/8/14'],[ 3  8 18 30 37],"[38, 36, 10, 30, 22, 20, 31, 4, 14, 6]",1,{30}
['2021/8/16'],[ 7 10 16 24 34],"[16, 32, 28, 12, 10, 8, 29, 30, 20, 36]",2,"{16, 10}"
['2021/8/17'],[ 3 17 19 35 37],"[7, 16, 23, 2, 20, 33, 27, 10, 11, 12]",0,
['2021/8/18'],[10 11 15 16 36],"[38, 37, 1, 34, 12, 33, 30, 18, 35, 6]",0,
['2021/8/19'],[ 8 12 19 26 38],"[8, 36, 4, 31, 23, 20, 34, 30, 5, 19]",2,"{8, 19}"
['2021/8/20'],[ 1  5 10 31 38],"[10, 33, 8, 30, 22, 2, 31, 4, 25, 6]",2,"{10, 31}"
['2021/8/21'],[18 24 29 31 33],"[37, 16, 10, 19, 21, 13, 23, 31, 15, 18]",2,"{18, 31}"
['2021/8/23'],[ 6 11 24 29 37],"[15, 32, 38, 20, 26, 4, 34, 33, 18, 35]",0,
['2021/8/24'],[ 8 17 20 24 27],"[33, 38, 10, 14, 1, 19, 11, 27, 26, 34]",1,{27}
['2021/8/25'],[14 15 26 31 34],"[26, 3, 6, 25, 12, 2, 39, 14, 20, 17]",2,"{26, 14}"
['2021/8/26'],[ 3 11 32 36 39],"[38, 10, 21, 13, 9, 36, 19, 5, 26, 12]",1,{36}
['2021/8/27'],[ 3 18 23 32 33],"[12, 18, 19, 1, 16, 8, 36, 35, 39, 2]",1,{18}
['2021/8/28'],[ 2  5 12 32 37],"[19, 13, 37, 22, 21, 17, 12, 27, 35, 16]",2,"{12, 37}"
['2021/8/30'],[ 2 14 24 36 39],"[6, 3, 10, 33, 29, 35, 8, 4, 5, 2]",1,{2}
['2021/8/31'],[ 4 15 28 29 35],"[20, 8, 7, 28, 37, 5, 6, 19, 11, 27]",1,{28}
['2021/9/1'],[ 7 12 18 19 39],"[15, 26, 5, 23, 30, 20, 12, 9, 17, 21]",1,{12}
['2021/9/2'],[ 4 20 27 29 35],"[31, 38, 35, 29, 9, 12, 30, 2, 7, 19]",2,"{35, 29}"
['2021/9/3'],[ 2  8 28 37 38],"[17, 30, 16, 14, 25, 24, 18, 31, 23, 38]",1,{38}
['2021/9/4'],[ 8 15 27 33 35],"[37, 23, 15, 26, 25, 36, 10, 38, 3, 24]",1,{15}
['2021/9/6'],[ 4  9 22 26 39],"[25, 33, 19, 26, 23, 10, 37, 13, 6, 7]",1,{26}
['2021/9/7'],[ 1  7 15 17 38],"[7, 20, 23, 12, 8, 36, 19, 11, 29, 26]",1,{7}
['2021/9/8'],[ 4  7 12 28 37],"[31, 13, 29, 27, 8, 15, 25, 9, 22, 21]",0,
['2021/9/9'],[ 4 12 20 23 27],"[25, 22, 38, 4, 7, 34, 2, 19, 13, 26]",1,{4}
['2021/9/10'],[ 3  8 17 25 39],"[4, 12, 34, 5, 22, 27, 18, 3, 6, 2]",1,{3}
['2021/9/11'],[ 4  6 12 14 25],"[20, 29, 17, 4, 38, 35, 25, 2, 10, 31]",2,"{25, 4}"
['2021/9/13'],[ 3  6  9 32 39],"[37, 5, 11, 3, 10, 7, 29, 35, 16, 31]",1,{3}
['2021/9/14'],[ 2  6 17 19 38],"[27, 34, 17, 32, 15, 38, 19, 26, 20, 29]",3,"{17, 19, 38}"
['2021/9/15'],[ 1  3  6 19 32],"[17, 36, 28, 7, 16, 37, 39, 1, 24, 23]",1,{1}
['2021/9/16'],[ 7 12 16 19 33],"[14, 37, 18, 8, 17, 12, 4, 13, 26, 29]",1,{12}
['2021/9/17'],[ 1 17 23 30 34],"[31, 35, 18, 26, 34, 36, 2, 23, 19, 15]",2,"{34, 23}"
['2021/9/18'],[ 1  5 12 22 34],"[28, 23, 22, 1, 32, 13, 36, 39, 17, 20]",2,"{1, 22}"
['2021/9/20'],[10 11 31 35 39],"[27, 4, 31, 14, 29, 28, 30, 26, 1, 21]",1,{31}
['2021/9/21'],[10 18 29 31 34],"[9, 19, 7, 26, 17, 30, 35, 38, 24, 34]",1,{34}
['2021/9/22'],[15 18 19 20 35],"[26, 37, 17, 38, 23, 4, 9, 27, 39, 34]",0,
['2021/9/23'],[ 5 12 22 32 36],"[12, 10, 7, 25, 37, 23, 38, 3, 19, 28]",1,{12}
['2021/9/24'],[ 2  3 30 33 34],"[6, 30, 7, 36, 3, 10, 2, 31, 11, 4]",3,"{2, 3, 30}"
['2021/9/25'],[ 4 15 16 23 30],"[9, 24, 32, 7, 17, 15, 2, 12, 34, 20]",1,{15}
['2021/9/27'],[ 1 14 28 29 30],"[1, 28, 27, 23, 17, 38, 21, 39, 18, 25]",2,"{1, 28}"
['2021/9/28'],[ 3  9 28 32 35],"[19, 5, 7, 26, 20, 21, 24, 3, 31, 10]",1,{3}
['2021/9/29'],[ 2  3 11 19 38],"[13, 31, 11, 8, 5, 14, 4, 30, 26, 28]",1,{11}
['2021/9/30'],[ 6  7 19 23 35],"[2, 8, 36, 10, 38, 1, 9, 11, 3, 19]",1,{19}
['2021/10/1'],[ 1 10 19 28 37],"[7, 31, 25, 32, 37, 35, 10, 23, 26, 21]",2,"{10, 37}"
['2021/10/2'],[ 9 15 19 20 25],"[31, 30, 6, 34, 25, 27, 21, 7, 29, 24]",1,{25}
['2021/10/4'],[22 26 30 31 37],"[9, 4, 5, 27, 28, 32, 14, 6, 13, 37]",1,{37}
['2021/10/5'],[ 5 24 25 30 39],"[2, 24, 22, 1, 34, 5, 16, 35, 15, 19]",2,"{24, 5}"
['2021/10/6'],[ 4  8 13 18 22],"[11, 17, 26, 1, 22, 38, 36, 12, 8, 28]",2,"{8, 22}"
['2021/10/7'],[15 16 26 28 38],"[37, 18, 14, 8, 31, 16, 13, 5, 28, 22]",2,"{16, 28}"
['2021/10/8'],[21 23 27 36 37],"[34, 24, 5, 33, 11, 12, 38, 1, 37, 21]",2,"{21, 37}"
['2021/10/9'],[ 6 13 20 30 36],"[3, 27, 7, 11, 38, 33, 9, 16, 30, 13]",2,"{13, 30}"
['2021/10/11'],[ 6 18 24 26 30],"[35, 17, 3, 11, 16, 7, 29, 5, 6, 39]",1,{6}
['2021/10/12'],[ 2 16 22 24 29],"[5, 15, 21, 27, 16, 24, 14, 2, 25, 36]",3,"{16, 24, 2}"
['2021/10/13'],[ 1  5 11 17 31],"[37, 21, 32, 18, 22, 20, 23, 16, 29, 5]",1,{5}
['2021/10/14'],[ 4  5 11 16 33],"[7, 32, 1, 23, 34, 4, 24, 20, 8, 33]",2,"{33, 4}"
['2021/10/15'],[ 1 29 35 38 39],"[15, 8, 31, 32, 11, 28, 12, 19, 35, 23]",1,{35}
['2021/10/16'],[11 12 25 28 30],"[39, 35, 27, 20, 25, 37, 12, 29, 15, 2]",2,"{25, 12}"
['2021/10/18'],[ 2  8  9 18 28],"[22, 18, 11, 36, 26, 19, 5, 8, 37, 25]",2,"{8, 18}"
['2021/10/19'],[10 11 20 22 34],"[39, 37, 35, 26, 31, 9, 11, 27, 19, 22]",2,"{11, 22}"
['2021/10/20'],[11 21 24 31 32],"[18, 10, 6, 15, 2, 5, 39, 31, 35, 36]",1,{31}
['2021/10/21'],[ 1  4 11 34 36],"[34, 8, 32, 24, 20, 4, 3, 22, 10, 18]",2,"{34, 4}"
['2021/10/22'],[ 6 21 25 29 36],"[19, 17, 33, 22, 23, 15, 30, 10, 1, 39]",0,
['2021/10/23'],[ 4 13 22 24 34],"[16, 23, 1, 4, 29, 9, 14, 17, 15, 2]",1,{4}
['2021/10/25'],[ 2 14 27 31 36],"[24, 11, 28, 22, 10, 5, 34, 38, 25, 16]",0,
['2021/10/26'],[ 6 10 32 34 39],"[12, 6, 30, 20, 24, 13, 9, 2, 10, 5]",2,"{10, 6}"
['2021/10/27'],[13 20 23 30 33],"[30, 35, 6, 22, 7, 10, 8, 28, 23, 18]",2,"{30, 23}"
['2021/10/28'],[14 18 20 23 39],"[13, 30, 32, 16, 15, 39, 8, 14, 17, 20]",3,"{20, 14, 39}"
['2021/10/29'],[ 3  9 21 33 35],"[10, 23, 36, 30, 34, 13, 31, 29, 8, 38]",0,
['2021/10/30'],[17 26 27 33 34],"[11, 17, 25, 15, 23, 10, 5, 28, 27, 9]",2,"{17, 27}"
['2021/11/1'],[ 7 12 18 25 33],"[1, 34, 9, 38, 4, 37, 3, 11, 24, 30]",0,
['2021/11/2'],[ 2 19 22 35 38],"[11, 1, 28, 12, 35, 22, 5, 13, 10, 15]",2,"{35, 22}"
['2021/11/3'],[ 1 12 21 25 32],"[1, 38, 22, 4, 24, 32, 3, 14, 20, 37]",2,"{32, 1}"
['2021/11/4'],[ 5 15 21 32 34],"[24, 7, 13, 34, 8, 2, 21, 20, 27, 11]",2,"{34, 21}"
['2021/11/5'],[ 9 11 14 28 30],"[8, 36, 23, 20, 33, 7, 35, 24, 28, 25]",1,{28}
['2021/11/6'],[ 2 13 24 25 32],"[1, 6, 11, 35, 8, 24, 4, 25, 39, 36]",2,"{24, 25}"
['2021/11/8'],[ 6 13 15 18 26],"[21, 23, 1, 18, 2, 32, 28, 34, 3, 14]",1,{18}
['2021/11/9'],[13 23 25 27 34],"[7, 10, 3, 20, 12, 8, 32, 13, 17, 15]",1,{13}
['2021/11/10'],[ 5  9 17 24 26],"[27, 16, 4, 29, 9, 38, 17, 25, 6, 13]",2,"{9, 17}"
['2021/11/11'],[13 15 17 18 35],"[24, 15, 26, 16, 4, 28, 7, 11, 35, 8]",2,"{35, 15}"
['2021/11/12'],[ 2 19 25 32 34],"[6, 26, 30, 18, 39, 24, 1, 23, 25, 27]",1,{25}
['2021/11/13'],[ 1  2  8 26 37],"[29, 20, 3, 17, 34, 7, 31, 39, 15, 33]",0,
['2021/11/15'],[ 2 20 25 32 35],"[25, 32, 27, 20, 38, 36, 6, 7, 3, 8]",3,"{32, 25, 20}"
['2021/11/16'],[ 1  4  7 20 32],"[22, 6, 18, 12, 1, 16, 4, 29, 24, 2]",2,"{1, 4}"
['2021/11/17'],[ 4 12 17 22 24],"[4, 23, 6, 32, 22, 7, 19, 17, 31, 16]",3,"{17, 4, 22}"
['2021/11/18'],[ 3 15 22 32 38],"[3, 16, 29, 25, 30, 18, 11, 8, 20, 34]",1,{3}
['2021/11/19'],[21 24 25 26 36],"[39, 31, 1, 8, 13, 27, 21, 30, 11, 4]",1,{21}
['2021/11/20'],[ 8 11 23 32 36],"[6, 16, 5, 23, 15, 3, 24, 39, 33, 34]",1,{23}
['2021/11/22'],[ 3  5 19 20 30],"[12, 34, 39, 23, 22, 16, 14, 19, 9, 35]",1,{19}
['2021/11/23'],[23 27 28 35 36],"[15, 21, 23, 29, 10, 27, 35, 30, 19, 14]",3,"{27, 35, 23}"
['2021/11/24'],[ 4 10 17 24 26],"[7, 34, 26, 20, 16, 30, 27, 1, 38, 19]",1,{26}
['2021/11/25'],[10 14 16 20 24],"[33, 36, 17, 25, 14, 39, 5, 34, 24, 3]",2,"{24, 14}"
['2021/11/26'],[ 8 19 20 24 34],"[3, 14, 4, 31, 36, 13, 37, 2, 33, 1]",0,
['2021/11/27'],[14 15 16 25 28],"[24, 20, 29, 16, 15, 4, 5, 36, 28, 13]",3,"{16, 28, 15}"
['2021/11/29'],[ 3  5  7 15 17],"[20, 29, 38, 13, 36, 37, 30, 19, 11, 22]",0,
['2021/11/30'],[ 1  5  6  7 24],"[9, 11, 21, 36, 18, 25, 6, 28, 10, 26]",1,{6}
['2021/12/1'],[ 1  7 17 29 36],"[15, 12, 4, 29, 39, 37, 38, 36, 26, 10]",2,"{36, 29}"
['2021/12/2'],[ 2 17 20 23 39],"[31, 9, 14, 4, 2, 34, 29, 6, 33, 13]",1,{2}
['2021/12/3'],[ 2 15 24 26 31],"[31, 17, 16, 15, 4, 33, 27, 25, 10, 39]",2,"{31, 15}"
['2021/12/4'],[13 14 32 34 36],"[2, 12, 34, 31, 24, 35, 8, 20, 30, 1]",1,{34}
['2021/12/6'],[15 16 21 27 29],"[11, 14, 13, 6, 21, 26, 28, 8, 5, 4]",1,{21}
['2021/12/7'],[ 5  9 23 30 38],"[5, 33, 11, 27, 39, 6, 32, 2, 14, 23]",2,"{5, 23}"
['2021/12/8'],[ 9 13 25 28 29],"[4, 25, 3, 39, 38, 30, 35, 10, 18, 17]",1,{25}
['2021/12/9'],[ 8 10 11 18 28],"[29, 10, 12, 39, 37, 16, 5, 11, 18, 30]",3,"{18, 10, 11}"
['2021/12/10'],[ 3  5 21 27 30],"[19, 21, 30, 12, 18, 22, 32, 36, 17, 28]",2,"{21, 30}"
['2021/12/11'],[ 3 13 16 31 33],"[16, 33, 8, 10, 37, 4, 26, 13, 24, 7]",3,"{16, 33, 13}"
['2021/12/13'],[ 3 19 34 35 36],"[28, 36, 4, 24, 20, 15, 39, 27, 6, 35]",2,"{35, 36}"
['2021/12/14'],[11 13 33 34 35],"[25, 29, 10, 24, 5, 18, 39, 35, 6, 4]",1,{35}
['2021/12/15'],[ 1  6 10 19 25],"[13, 5, 29, 37, 16, 31, 9, 15, 10, 1]",2,"{1, 10}"
['2021/12/16'],[ 4 13 20 28 35],"[39, 5, 3, 11, 24, 22, 27, 12, 1, 2]",0,
['2021/12/17'],[12 18 23 25 36],"[5, 4, 33, 28, 1, 27, 17, 31, 6, 16]",0,
['2021/12/18'],[14 15 21 26 33],"[26, 12, 11, 30, 24, 22, 39, 3, 29, 37]",1,{26}
['2021/12/20'],[ 5  9 18 28 33],"[35, 20, 37, 3, 28, 32, 13, 19, 1, 36]",1,{28}
['2021/12/21'],[21 23 32 34 38],"[34, 10, 30, 36, 26, 16, 29, 31, 11, 14]",1,{34}
['2021/12/22'],[ 3  5 13 16 29],"[26, 38, 2, 15, 20, 28, 18, 25, 16, 35]",1,{16}
['2021/12/23'],[ 6  7 16 18 25],"[38, 34, 14, 16, 33, 22, 17, 7, 28, 15]",2,"{16, 7}"
['2021/12/24'],[ 8 15 19 29 39],"[10, 32, 23, 36, 14, 27, 6, 11, 28, 2]",0,
['2021/12/25'],[ 7 10 20 31 37],"[11, 5, 4, 22, 29, 39, 23, 24, 20, 7]",2,"{20, 7}"
['2021/12/27'],[ 4  7 10 13 31],"[7, 14, 38, 20, 27, 22, 8, 21, 17, 3]",1,{7}
['2021/12/28'],[14 23 34 35 36],"[12, 18, 24, 3, 10, 32, 39, 23, 15, 8]",1,{23}
['2021/12/29'],[ 2  3 18 23 30],"[25, 2, 4, 27, 35, 23, 21, 5, 7, 39]",2,"{2, 23}"
['2021/12/30'],[ 8 10 18 20 27],"[33, 10, 36, 4, 9, 35, 30, 16, 3, 6]",1,{10}
['2021/12/31'],[ 5 11 17 27 39],"[30, 28, 12, 1, 21, 3, 7, 13, 11, 34]",1,{11}
['2022/1/1'],[ 4  6  7 23 36],"[15, 12, 7, 31, 26, 21, 22, 1, 30, 36]",2,"{36, 7}"
['2022/1/3'],[ 3  7  9 36 38],"[18, 11, 28, 19, 33, 32, 6, 1, 3, 39]",1,{3}
['2022/1/4'],[ 2  5 11 27 30],"[9, 12, 18, 39, 36, 28, 10, 34, 2, 37]",1,{2}
['2022/1/5'],[ 6 15 18 27 38],"[4, 13, 28, 37, 36, 17, 26, 21, 25, 6]",1,{6}
['2022/1/6'],[ 1 16 22 35 39],"[5, 22, 1, 29, 34, 21, 24, 7, 10, 13]",2,"{1, 22}"
['2022/1/7'],[12 13 25 26 39],"[21, 11, 31, 9, 7, 16, 38, 23, 14, 15]",0,
['2022/1/8'],[ 2  4 18 30 39],"[16, 27, 8, 25, 9, 36, 28, 33, 24, 10]",0,
['2022/1/10'],[ 3  9 10 14 37],"[31, 34, 33, 9, 5, 25, 6, 18, 11, 28]",1,{9}
['2022/1/11'],[ 2 11 17 20 36],"[12, 35, 26, 4, 37, 6, 28, 34, 13, 31]",0,
['2022/1/12'],[ 3  7 13 16 28],"[14, 4, 27, 7, 10, 6, 9, 15, 20, 25]",1,{7}
['2022/1/13'],[ 1  5 26 28 39],"[30, 27, 23, 26, 7, 5, 36, 39, 22, 28]",4,"{26, 28, 5, 39}"
['2022/1/14'],[ 4  6  8  9 17],"[27, 4, 37, 2, 5, 24, 6, 28, 32, 9]",3,"{9, 4, 6}"
['2022/1/15'],[14 21 27 32 33],"[16, 26, 19, 38, 10, 32, 34, 18, 33, 6]",2,"{32, 33}"
['2022/1/17'],[ 1 22 24 33 36],"[18, 27, 23, 7, 13, 15, 12, 9, 2, 22]",1,{22}
['2022/1/18'],[ 1 16 19 26 38],"[25, 1, 39, 19, 15, 36, 17, 3, 2, 18]",2,"{1, 19}"
['2022/1/19'],[ 9 15 17 26 38],"[29, 28, 31, 17, 19, 13, 34, 37, 6, 14]",1,{17}
['2022/1/20'],[ 3 31 33 35 38],"[31, 18, 13, 17, 33, 27, 9, 5, 38, 10]",3,"{33, 38, 31}"
['2022/1/21'],[13 17 18 35 39],"[14, 35, 24, 10, 34, 23, 29, 28, 32, 13]",2,"{35, 13}"
['2022/1/22'],[ 6 27 29 32 38],"[1, 8, 39, 24, 36, 15, 23, 10, 38, 25]",1,{38}
['2022/1/24'],[ 5 11 24 30 38],"[7, 30, 23, 15, 5, 27, 32, 18, 10, 22]",2,"{5, 30}"
['2022/1/25'],[ 8 19 20 24 37],"[20, 27, 28, 10, 23, 6, 8, 11, 7, 39]",2,"{8, 20}"
['2022/1/26'],[12 22 29 30 36],"[15, 4, 10, 39, 32, 26, 28, 23, 7, 13]",0,
['2022/1/27'],[ 3  9 24 34 35],"[20, 37, 23, 36, 5, 24, 7, 34, 13, 30]",2,"{24, 34}"
['2022/1/28'],[ 1 16 20 30 31],"[27, 8, 21, 17, 4, 19, 32, 24, 28, 10]",0,
['2022/1/29'],[ 8 12 18 23 38],"[6, 34, 22, 39, 36, 23, 1, 2, 26, 14]",1,{23}
['2022/1/31'],[ 5 16 17 33 38],"[2, 34, 4, 33, 23, 8, 19, 12, 25, 20]",1,{33}
['2022/2/1'],[17 20 22 38 39],"[26, 10, 24, 31, 29, 22, 11, 34, 23, 39]",2,"{22, 39}"
['2022/2/2'],[14 15 19 22 25],"[22, 26, 21, 12, 6, 3, 8, 23, 32, 4]",1,{22}
['2022/2/3'],[ 9 12 25 35 39],"[32, 15, 22, 20, 18, 8, 16, 9, 11, 30]",1,{9}
['2022/2/4'],[ 6 15 19 23 39],"[37, 20, 14, 39, 9, 30, 23, 4, 34, 10]",2,"{23, 39}"
['2022/2/5'],[ 1  2 12 19 34],"[32, 28, 39, 14, 5, 23, 36, 10, 33, 16]",0,
['2022/2/7'],[10 20 31 34 38],"[14, 32, 27, 37, 33, 10, 19, 38, 2, 13]",2,"{10, 38}"
['2022/2/8'],[ 8 11 19 23 34],"[37, 26, 30, 2, 19, 25, 7, 1, 33, 29]",1,{19}
['2022/2/9'],[ 2 11 17 18 38],"[2, 23, 6, 15, 24, 5, 18, 11, 27, 20]",3,"{18, 2, 11}"
['2022/2/10'],[12 14 35 37 38],"[22, 21, 2, 5, 36, 37, 14, 10, 15, 32]",2,"{37, 14}"
['2022/2/11'],[14 29 35 38 39],"[20, 23, 5, 17, 30, 6, 4, 22, 21, 18]",0,
['2022/2/12'],[ 4  7 11 21 22],"[36, 17, 29, 37, 10, 3, 9, 18, 16, 1]",0,
['2022/2/14'],[ 9 14 21 28 34],"[18, 4, 32, 8, 17, 12, 26, 2, 5, 37]",0,
['2022/2/15'],[ 5  9 15 29 33],"[4, 24, 25, 13, 12, 22, 34, 16, 5, 36]",1,{5}
['2022/2/16'],[ 5 16 22 23 30],"[3, 38, 22, 37, 34, 31, 19, 17, 7, 4]",1,{22}
['2022/2/17'],[ 4  7 15 32 37],"[1, 29, 12, 10, 36, 18, 28, 34, 17, 3]",0,
['2022/2/18'],[ 3  8 15 17 26],"[28, 25, 15, 39, 36, 16, 34, 18, 22, 37]",1,{15}
['2022/2/19'],[23 27 31 34 35],"[8, 29, 33, 26, 34, 9, 17, 4, 5, 12]",1,{34}
['2022/2/21'],[ 1  6 15 22 36],"[13, 24, 38, 2, 5, 33, 1, 19, 20, 10]",1,{1}
['2022/2/22'],[ 8 13 23 25 37],"[28, 19, 8, 33, 14, 30, 27, 2, 32, 29]",1,{8}
['2022/2/23'],[ 2 11 16 28 38],"[29, 19, 9, 21, 15, 28, 31, 22, 20, 25]",1,{28}
['2022/2/24'],[10 11 28 30 33],"[29, 28, 31, 13, 33, 30, 11, 14, 20, 8]",4,"{33, 11, 28, 30}"
['2022/2/25'],[ 5 17 22 35 39],"[14, 13, 8, 37, 3, 7, 2, 6, 26, 35]",1,{35}
['2022/2/26'],[13 17 24 34 35],"[6, 30, 36, 14, 12, 29, 2, 7, 38, 32]",0,
['2022/2/28'],[ 7 17 18 34 37],"[14, 35, 34, 2, 18, 15, 26, 12, 10, 29]",2,"{34, 18}"
['2022/3/1'],[10 15 17 28 32],"[22, 24, 10, 31, 38, 36, 34, 21, 25, 9]",1,{10}
['2022/3/2'],[ 6 15 16 21 23],"[37, 14, 35, 20, 4, 36, 16, 19, 28, 24]",1,{16}
['2022/3/3'],[ 5 11 16 24 27],"[25, 1, 30, 10, 4, 22, 16, 17, 39, 14]",1,{16}
['2022/3/4'],[ 3 13 14 16 26],"[11, 26, 6, 10, 18, 7, 8, 15, 5, 12]",1,{26}
