對獎日期,開獎號碼,預測開獎號碼範圍,對中的號碼數量,對中的號碼
['2022/1/14'],[ 4  6  8  9 17],"[20, 2, 14, 8, 39]",1,{8}
['2022/1/15'],[14 21 27 32 33],"[20, 2, 14, 8, 39]",1,{14}
['2022/1/17'],[ 1 22 24 33 36],"[20, 2, 14, 8, 39]",0,
['2022/1/18'],[ 1 16 19 26 38],"[20, 2, 14, 8, 39]",0,
['2022/1/19'],[ 9 15 17 26 38],"[20, 2, 14, 8, 39]",0,
['2022/1/20'],[ 3 31 33 35 38],"[20, 2, 14, 8, 39]",0,
['2022/1/21'],[13 17 18 35 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/1/22'],[ 6 27 29 32 38],"[20, 2, 14, 8, 39]",0,
['2022/1/24'],[ 5 11 24 30 38],"[20, 2, 14, 8, 39]",0,
['2022/1/25'],[ 8 19 20 24 37],"[20, 2, 14, 8, 39]",2,"{8, 20}"
['2022/1/26'],[12 22 29 30 36],"[20, 2, 14, 8, 39]",0,
['2022/1/27'],[ 3  9 24 34 35],"[20, 2, 14, 8, 39]",0,
['2022/1/28'],[ 1 16 20 30 31],"[20, 2, 14, 8, 39]",1,{20}
['2022/1/29'],[ 8 12 18 23 38],"[20, 2, 14, 8, 39]",1,{8}
['2022/1/31'],[ 5 16 17 33 38],"[20, 2, 14, 8, 39]",0,
['2022/2/1'],[17 20 22 38 39],"[20, 2, 14, 8, 39]",2,"{20, 39}"
['2022/2/2'],[14 15 19 22 25],"[20, 2, 14, 8, 39]",1,{14}
['2022/2/3'],[ 9 12 25 35 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/2/4'],[ 6 15 19 23 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/2/5'],[ 1  2 12 19 34],"[20, 2, 14, 8, 39]",1,{2}
['2022/2/7'],[10 20 31 34 38],"[20, 2, 14, 8, 39]",1,{20}
['2022/2/8'],[ 8 11 19 23 34],"[20, 2, 14, 8, 39]",1,{8}
['2022/2/9'],[ 2 11 17 18 38],"[20, 2, 14, 8, 39]",1,{2}
['2022/2/10'],[12 14 35 37 38],"[20, 2, 14, 8, 39]",1,{14}
['2022/2/11'],[14 29 35 38 39],"[20, 2, 14, 8, 39]",2,"{14, 39}"
['2022/2/12'],[ 4  7 11 21 22],"[20, 2, 14, 8, 39]",0,
['2022/2/14'],[ 9 14 21 28 34],"[20, 2, 14, 8, 39]",1,{14}
['2022/2/15'],[ 5  9 15 29 33],"[20, 2, 14, 8, 39]",0,
['2022/2/16'],[ 5 16 22 23 30],"[20, 2, 14, 8, 39]",0,
['2022/2/17'],[ 4  7 15 32 37],"[20, 2, 14, 8, 39]",0,
['2022/2/18'],[ 3  8 15 17 26],"[20, 2, 14, 8, 39]",1,{8}
['2022/2/19'],[23 27 31 34 35],"[20, 2, 14, 8, 39]",0,
['2022/2/21'],[ 1  6 15 22 36],"[20, 2, 14, 8, 39]",0,
['2022/2/22'],[ 8 13 23 25 37],"[20, 2, 14, 8, 39]",1,{8}
['2022/2/23'],[ 2 11 16 28 38],"[20, 2, 14, 8, 39]",1,{2}
['2022/2/24'],[10 11 28 30 33],"[20, 2, 14, 8, 39]",0,
['2022/2/25'],[ 5 17 22 35 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/2/26'],[13 17 24 34 35],"[20, 2, 14, 8, 39]",0,
['2022/2/28'],[ 7 17 18 34 37],"[20, 2, 14, 8, 39]",0,
['2022/3/1'],[10 15 17 28 32],"[20, 2, 14, 8, 39]",0,
['2022/3/2'],[ 6 15 16 21 23],"[20, 2, 14, 8, 39]",0,
['2022/3/3'],[ 5 11 16 24 27],"[20, 2, 14, 8, 39]",0,
['2022/3/4'],[ 3 13 14 16 26],"[20, 2, 14, 8, 39]",1,{14}
['2022/3/5'],[10 12 18 30 34],"[20, 2, 14, 8, 39]",0,
['2022/3/7'],[10 11 24 32 38],"[20, 2, 14, 8, 39]",0,
['2022/3/8'],[ 9 10 11 25 35],"[20, 2, 14, 8, 39]",0,
['2022/3/9'],[ 1  5 21 24 28],"[20, 2, 14, 8, 39]",0,
['2022/3/10'],[12 14 19 33 34],"[20, 2, 14, 8, 39]",1,{14}
['2022/3/11'],[ 4  6 11 20 29],"[20, 2, 14, 8, 39]",1,{20}
['2022/3/12'],[ 7 10 14 17 20],"[20, 2, 14, 8, 39]",2,"{20, 14}"
['2022/3/14'],[10 16 17 19 23],"[20, 2, 14, 8, 39]",0,
['2022/3/15'],[ 2  4  7 30 38],"[20, 2, 14, 8, 39]",1,{2}
['2022/3/16'],[10 18 19 33 35],"[20, 2, 14, 8, 39]",0,
['2022/3/17'],[18 19 26 34 37],"[20, 2, 14, 8, 39]",0,
['2022/3/18'],[ 3 14 23 29 30],"[20, 2, 14, 8, 39]",1,{14}
['2022/3/19'],[ 2 10 25 26 35],"[20, 2, 14, 8, 39]",1,{2}
['2022/3/21'],[ 3  6  7 21 24],"[20, 2, 14, 8, 39]",0,
['2022/3/22'],[ 9 27 29 34 35],"[20, 2, 14, 8, 39]",0,
['2022/3/23'],[12 13 20 27 30],"[20, 2, 14, 8, 39]",1,{20}
['2022/3/24'],[ 1 12 13 19 31],"[20, 2, 14, 8, 39]",0,
['2022/3/25'],[ 8 12 13 14 18],"[20, 2, 14, 8, 39]",2,"{8, 14}"
['2022/3/26'],[ 3 12 22 33 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/3/28'],[ 6 17 21 25 29],"[20, 2, 14, 8, 39]",0,
['2022/3/29'],[ 3 16 26 27 36],"[20, 2, 14, 8, 39]",0,
['2022/3/30'],[ 1 21 28 29 34],"[20, 2, 14, 8, 39]",0,
['2022/3/31'],[ 5  8 12 17 19],"[20, 2, 14, 8, 39]",1,{8}
['2022/4/1'],[ 5  7 17 25 37],"[20, 2, 14, 8, 39]",0,
['2022/4/2'],[ 3 13 23 26 32],"[20, 2, 14, 8, 39]",0,
['2022/4/4'],[ 4 17 29 32 37],"[20, 2, 14, 8, 39]",0,
['2022/4/5'],[ 7  9 31 37 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/4/6'],[ 2  3  9 29 33],"[20, 2, 14, 8, 39]",1,{2}
['2022/4/7'],[ 3  7 25 36 37],"[20, 2, 14, 8, 39]",0,
['2022/4/8'],[ 2  5 20 21 23],"[20, 2, 14, 8, 39]",2,"{2, 20}"
['2022/4/9'],[ 2 20 26 27 37],"[20, 2, 14, 8, 39]",2,"{2, 20}"
['2022/4/11'],[ 9 20 29 36 39],"[20, 2, 14, 8, 39]",2,"{20, 39}"
['2022/4/12'],[19 23 32 34 36],"[20, 2, 14, 8, 39]",0,
['2022/4/13'],[15 18 20 22 23],"[20, 2, 14, 8, 39]",1,{20}
['2022/4/14'],[11 13 17 18 29],"[20, 2, 14, 8, 39]",0,
['2022/4/15'],[ 7 15 19 25 27],"[20, 2, 14, 8, 39]",0,
['2022/4/16'],[ 6  7 13 20 30],"[20, 2, 14, 8, 39]",1,{20}
['2022/4/18'],[11 18 20 35 38],"[20, 2, 14, 8, 39]",1,{20}
['2022/4/19'],[10 24 25 29 32],"[20, 2, 14, 8, 39]",0,
['2022/4/20'],[ 2  6 26 29 37],"[20, 2, 14, 8, 39]",1,{2}
['2022/4/21'],[ 1  5 15 19 36],"[20, 2, 14, 8, 39]",0,
['2022/4/22'],[ 3  7 11 20 27],"[20, 2, 14, 8, 39]",1,{20}
['2022/4/23'],[10 23 26 33 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/4/25'],[ 2  7  9 19 21],"[20, 2, 14, 8, 39]",1,{2}
['2022/4/26'],[ 8 20 21 25 38],"[20, 2, 14, 8, 39]",2,"{8, 20}"
['2022/4/27'],[ 3 14 25 29 30],"[20, 2, 14, 8, 39]",1,{14}
['2022/4/28'],[10 14 16 24 36],"[20, 2, 14, 8, 39]",1,{14}
['2022/4/29'],[ 7 14 31 32 38],"[20, 2, 14, 8, 39]",1,{14}
['2022/4/30'],[ 4 13 29 32 37],"[20, 2, 14, 8, 39]",0,
['2022/5/2'],[ 3  9 10 12 34],"[20, 2, 14, 8, 39]",0,
['2022/5/3'],[ 8 12 14 22 28],"[20, 2, 14, 8, 39]",2,"{8, 14}"
['2022/5/4'],[ 2  3 11 23 27],"[20, 2, 14, 8, 39]",1,{2}
['2022/5/5'],[ 9 18 29 31 33],"[20, 2, 14, 8, 39]",0,
['2022/5/6'],[ 2  7 11 13 31],"[20, 2, 14, 8, 39]",1,{2}
['2022/5/7'],[ 1  4 14 37 38],"[20, 2, 14, 8, 39]",1,{14}
['2022/5/9'],[11 12 15 21 38],"[20, 2, 14, 8, 39]",0,
['2022/5/10'],[ 4 10 14 19 20],"[20, 2, 14, 8, 39]",2,"{20, 14}"
['2022/5/11'],[ 4  5  6 10 33],"[20, 2, 14, 8, 39]",0,
['2022/5/12'],[ 3  9 22 33 37],"[20, 2, 14, 8, 39]",0,
['2022/5/13'],[ 3 15 16 19 31],"[20, 2, 14, 8, 39]",0,
['2022/5/14'],[ 1 12 19 22 31],"[20, 2, 14, 8, 39]",0,
['2022/5/16'],[17 20 23 25 36],"[20, 2, 14, 8, 39]",1,{20}
['2022/5/17'],[24 27 31 34 37],"[20, 2, 14, 8, 39]",0,
['2022/5/18'],[ 6  9 18 24 37],"[20, 2, 14, 8, 39]",0,
['2022/5/19'],[ 5 15 22 35 36],"[20, 2, 14, 8, 39]",0,
['2022/5/20'],[11 13 24 37 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/5/21'],[ 1 15 24 27 36],"[20, 2, 14, 8, 39]",0,
['2022/5/23'],[ 9 12 18 25 38],"[20, 2, 14, 8, 39]",0,
['2022/5/24'],[ 1  9 11 14 30],"[20, 2, 14, 8, 39]",1,{14}
['2022/5/25'],[ 2 11 13 18 37],"[20, 2, 14, 8, 39]",1,{2}
['2022/5/26'],[ 9 15 27 28 30],"[20, 2, 14, 8, 39]",0,
['2022/5/27'],[ 8 13 28 30 36],"[20, 2, 14, 8, 39]",1,{8}
['2022/5/28'],[ 7 23 28 30 35],"[20, 2, 14, 8, 39]",0,
['2022/5/30'],[ 1  4 21 25 31],"[20, 2, 14, 8, 39]",0,
['2022/5/31'],[ 3  4 12 21 22],"[20, 2, 14, 8, 39]",0,
['2022/6/1'],[ 1  8  9 12 28],"[20, 2, 14, 8, 39]",1,{8}
['2022/6/2'],[ 5 22 25 27 34],"[20, 2, 14, 8, 39]",0,
['2022/6/3'],[17 23 30 34 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/6/4'],[ 7 10 32 34 37],"[20, 2, 14, 8, 39]",0,
['2022/6/6'],[ 4  6 29 36 37],"[20, 2, 14, 8, 39]",0,
['2022/6/7'],[16 17 18 19 21],"[20, 2, 14, 8, 39]",0,
['2022/6/8'],[ 6 17 23 29 38],"[20, 2, 14, 8, 39]",0,
['2022/6/9'],[ 1  4 12 33 34],"[20, 2, 14, 8, 39]",0,
['2022/6/10'],[ 6 15 24 36 37],"[20, 2, 14, 8, 39]",0,
['2022/6/11'],[ 4  9 13 32 33],"[20, 2, 14, 8, 39]",0,
['2022/6/13'],[ 2  4  7 12 16],"[20, 2, 14, 8, 39]",1,{2}
['2022/6/14'],[ 1  3 13 26 27],"[20, 2, 14, 8, 39]",0,
['2022/6/15'],[ 5 11 27 32 36],"[20, 2, 14, 8, 39]",0,
['2022/6/16'],[ 2  6 11 13 19],"[20, 2, 14, 8, 39]",1,{2}
['2022/6/17'],[ 5 14 21 35 39],"[20, 2, 14, 8, 39]",2,"{14, 39}"
['2022/6/18'],[ 7 17 19 28 29],"[20, 2, 14, 8, 39]",0,
['2022/6/20'],[ 1 10 16 35 37],"[20, 2, 14, 8, 39]",0,
['2022/6/21'],[ 1 16 23 31 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/6/22'],[11 17 27 33 38],"[20, 2, 14, 8, 39]",0,
['2022/6/23'],[ 4 12 19 20 33],"[20, 2, 14, 8, 39]",1,{20}
['2022/6/24'],[ 8 15 25 31 38],"[20, 2, 14, 8, 39]",1,{8}
['2022/6/25'],[ 1  8 12 31 38],"[20, 2, 14, 8, 39]",1,{8}
['2022/6/27'],[ 1  3 26 31 35],"[20, 2, 14, 8, 39]",0,
['2022/6/28'],[ 8 11 17 21 38],"[20, 2, 14, 8, 39]",1,{8}
['2022/6/29'],[ 6 21 28 36 37],"[20, 2, 14, 8, 39]",0,
['2022/6/30'],[ 8 10 16 24 34],"[20, 2, 14, 8, 39]",1,{8}
['2022/7/1'],[ 1  2  8 22 33],"[20, 2, 14, 8, 39]",2,"{8, 2}"
['2022/7/2'],[ 3 11 20 21 28],"[20, 2, 14, 8, 39]",1,{20}
['2022/7/4'],[ 5 11 17 31 38],"[20, 2, 14, 8, 39]",0,
['2022/7/5'],[13 16 21 22 26],"[20, 2, 14, 8, 39]",0,
['2022/7/6'],[13 14 18 27 30],"[20, 2, 14, 8, 39]",1,{14}
['2022/7/7'],[ 9 14 18 23 35],"[20, 2, 14, 8, 39]",1,{14}
['2022/7/8'],[ 1 20 25 30 39],"[20, 2, 14, 8, 39]",2,"{20, 39}"
['2022/7/9'],[ 8 12 21 24 38],"[20, 2, 14, 8, 39]",1,{8}
['2022/7/11'],[ 7 15 16 19 37],"[20, 2, 14, 8, 39]",0,
['2022/7/12'],[ 1  3  5 27 31],"[20, 2, 14, 8, 39]",0,
['2022/7/13'],[ 4 14 27 34 35],"[20, 2, 14, 8, 39]",1,{14}
['2022/7/14'],[ 5 16 21 25 26],"[20, 2, 14, 8, 39]",0,
['2022/7/15'],[ 3 22 24 33 36],"[20, 2, 14, 8, 39]",0,
['2022/7/16'],[10 14 25 30 35],"[20, 2, 14, 8, 39]",1,{14}
['2022/7/18'],[ 4 10 22 32 35],"[20, 2, 14, 8, 39]",0,
['2022/7/19'],[ 2 11 16 25 38],"[20, 2, 14, 8, 39]",1,{2}
['2022/7/20'],[ 4  8 16 29 34],"[20, 2, 14, 8, 39]",1,{8}
['2022/7/21'],[ 4 10 12 26 36],"[20, 2, 14, 8, 39]",0,
['2022/7/22'],[ 9 11 24 26 28],"[20, 2, 14, 8, 39]",0,
['2022/7/23'],[ 5 27 32 33 38],"[20, 2, 14, 8, 39]",0,
['2022/7/25'],[24 25 35 36 37],"[20, 2, 14, 8, 39]",0,
['2022/7/26'],[ 2 13 19 25 29],"[20, 2, 14, 8, 39]",1,{2}
['2022/7/27'],[ 4  5 14 29 30],"[20, 2, 14, 8, 39]",1,{14}
['2022/7/28'],[ 4  9 25 28 34],"[20, 2, 14, 8, 39]",0,
['2022/7/29'],[ 3 29 34 38 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/7/30'],[ 5  7 12 34 38],"[20, 2, 14, 8, 39]",0,
['2022/8/1'],[ 2  3  8 18 27],"[20, 2, 14, 8, 39]",2,"{8, 2}"
['2022/8/2'],[ 6 11 18 22 26],"[20, 2, 14, 8, 39]",0,
['2022/8/3'],[15 19 26 29 34],"[20, 2, 14, 8, 39]",0,
['2022/8/4'],[ 2 26 28 32 37],"[20, 2, 14, 8, 39]",1,{2}
['2022/8/5'],[ 7  9 12 16 21],"[20, 2, 14, 8, 39]",0,
['2022/8/6'],[ 6 11 18 21 35],"[20, 2, 14, 8, 39]",0,
['2022/8/8'],[17 19 33 34 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/8/9'],[ 9 11 31 36 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/8/10'],[ 3  8 16 23 36],"[20, 2, 14, 8, 39]",1,{8}
['2022/8/11'],[ 8  9 16 21 29],"[20, 2, 14, 8, 39]",1,{8}
['2022/8/12'],[ 1  6 13 24 36],"[20, 2, 14, 8, 39]",0,
['2022/8/13'],[ 2 17 22 35 36],"[20, 2, 14, 8, 39]",1,{2}
['2022/8/15'],[ 3 11 13 14 17],"[20, 2, 14, 8, 39]",1,{14}
['2022/8/16'],[ 7 10 19 26 34],"[20, 2, 14, 8, 39]",0,
['2022/8/17'],[16 21 26 30 36],"[20, 2, 14, 8, 39]",0,
['2022/8/18'],[ 4 15 20 35 36],"[20, 2, 14, 8, 39]",1,{20}
['2022/8/19'],[26 28 31 37 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/8/20'],[11 13 29 31 35],"[20, 2, 14, 8, 39]",0,
['2022/8/22'],[ 6 13 14 25 38],"[20, 2, 14, 8, 39]",1,{14}
['2022/8/23'],[ 5  8 12 15 24],"[20, 2, 14, 8, 39]",1,{8}
['2022/8/24'],[ 4  7 26 33 34],"[20, 2, 14, 8, 39]",0,
['2022/8/25'],[ 3 10 25 28 36],"[20, 2, 14, 8, 39]",0,
['2022/8/26'],[12 23 25 28 34],"[20, 2, 14, 8, 39]",0,
['2022/8/27'],[12 17 19 26 36],"[20, 2, 14, 8, 39]",0,
['2022/8/29'],[16 19 23 33 37],"[20, 2, 14, 8, 39]",0,
['2022/8/30'],[ 8 29 32 36 38],"[20, 2, 14, 8, 39]",1,{8}
['2022/8/31'],[15 17 21 25 36],"[20, 2, 14, 8, 39]",0,
['2022/9/1'],[ 2  6  8 15 17],"[20, 2, 14, 8, 39]",2,"{8, 2}"
['2022/9/2'],[ 2 19 24 25 38],"[20, 2, 14, 8, 39]",1,{2}
['2022/9/3'],[ 9 10 20 27 39],"[20, 2, 14, 8, 39]",2,"{20, 39}"
['2022/9/5'],[ 7 10 16 20 21],"[20, 2, 14, 8, 39]",1,{20}
['2022/9/6'],[ 4 11 17 26 36],"[20, 2, 14, 8, 39]",0,
['2022/9/7'],[ 4  8 10 27 35],"[20, 2, 14, 8, 39]",1,{8}
['2022/9/8'],[ 5 14 17 34 36],"[20, 2, 14, 8, 39]",1,{14}
['2022/9/9'],[20 22 28 36 37],"[20, 2, 14, 8, 39]",1,{20}
['2022/9/10'],[ 6  8 25 35 37],"[20, 2, 14, 8, 39]",1,{8}
['2022/9/12'],[ 6 14 24 37 38],"[20, 2, 14, 8, 39]",1,{14}
['2022/9/13'],[13 14 20 33 35],"[20, 2, 14, 8, 39]",2,"{20, 14}"
['2022/9/14'],[ 8 16 22 27 29],"[20, 2, 14, 8, 39]",1,{8}
['2022/9/15'],[ 4  5 18 30 35],"[20, 2, 14, 8, 39]",0,
['2022/9/16'],[10 15 28 33 36],"[20, 2, 14, 8, 39]",0,
['2022/9/17'],[10 18 19 25 29],"[20, 2, 14, 8, 39]",0,
['2022/9/19'],[ 4 12 15 17 19],"[20, 2, 14, 8, 39]",0,
['2022/9/20'],[ 7  9 11 16 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/9/21'],[ 1 14 23 24 39],"[20, 2, 14, 8, 39]",2,"{14, 39}"
['2022/9/22'],[10 14 20 24 31],"[20, 2, 14, 8, 39]",2,"{20, 14}"
['2022/9/23'],[ 1 12 25 38 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/9/24'],[17 28 34 35 38],"[20, 2, 14, 8, 39]",0,
['2022/9/26'],[ 2  7 10 11 23],"[20, 2, 14, 8, 39]",1,{2}
['2022/9/27'],[ 3 27 36 37 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/9/28'],[ 7 14 28 31 38],"[20, 2, 14, 8, 39]",1,{14}
['2022/9/29'],[ 3 17 22 23 25],"[20, 2, 14, 8, 39]",0,
['2022/9/30'],[18 21 25 33 35],"[20, 2, 14, 8, 39]",0,
['2022/10/1'],[ 3  5 14 15 25],"[20, 2, 14, 8, 39]",1,{14}
['2022/10/3'],[24 29 31 32 37],"[20, 2, 14, 8, 39]",0,
['2022/10/4'],[ 6 12 17 31 35],"[20, 2, 14, 8, 39]",0,
['2022/10/5'],[ 1  7 20 22 37],"[20, 2, 14, 8, 39]",1,{20}
['2022/10/6'],[10 11 13 22 38],"[20, 2, 14, 8, 39]",0,
['2022/10/7'],[ 2  8 12 29 36],"[20, 2, 14, 8, 39]",2,"{8, 2}"
['2022/10/8'],[ 6 18 21 23 35],"[20, 2, 14, 8, 39]",0,
['2022/10/10'],[ 1  8 13 21 34],"[20, 2, 14, 8, 39]",1,{8}
['2022/10/11'],[ 4  7 10 15 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/10/12'],[ 1  8 10 14 20],"[20, 2, 14, 8, 39]",3,"{8, 20, 14}"
['2022/10/13'],[ 9 12 15 23 29],"[20, 2, 14, 8, 39]",0,
['2022/10/14'],[ 1  6 12 22 24],"[20, 2, 14, 8, 39]",0,
['2022/10/15'],[ 7  8 23 30 36],"[20, 2, 14, 8, 39]",1,{8}
['2022/10/17'],[ 2  5 16 21 39],"[20, 2, 14, 8, 39]",2,"{2, 39}"
['2022/10/18'],[ 7 14 16 25 27],"[20, 2, 14, 8, 39]",1,{14}
['2022/10/19'],[ 1  4  5 11 12],"[20, 2, 14, 8, 39]",0,
['2022/10/20'],[ 3  4  6 11 36],"[20, 2, 14, 8, 39]",0,
['2022/10/21'],[ 3  8 24 28 35],"[20, 2, 14, 8, 39]",1,{8}
['2022/10/22'],[ 1  3  7 10 23],"[20, 2, 14, 8, 39]",0,
['2022/10/24'],[ 9 17 33 35 36],"[20, 2, 14, 8, 39]",0,
['2022/10/25'],[ 9 19 20 22 26],"[20, 2, 14, 8, 39]",1,{20}
['2022/10/26'],[ 5  9 13 18 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/10/27'],[ 9 22 29 30 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/10/28'],[ 1 18 22 28 36],"[20, 2, 14, 8, 39]",0,
['2022/10/29'],[ 8 16 20 25 34],"[20, 2, 14, 8, 39]",2,"{8, 20}"
['2022/10/31'],[ 9 21 23 24 27],"[20, 2, 14, 8, 39]",0,
['2022/11/1'],[14 17 18 26 33],"[20, 2, 14, 8, 39]",1,{14}
['2022/11/2'],[ 4 13 18 24 34],"[20, 2, 14, 8, 39]",0,
['2022/11/3'],[ 3 18 27 31 35],"[20, 2, 14, 8, 39]",0,
['2022/11/4'],[ 2  3 10 22 31],"[20, 2, 14, 8, 39]",1,{2}
['2022/11/5'],[ 1  6 17 28 32],"[20, 2, 14, 8, 39]",0,
['2022/11/7'],[11 12 19 28 37],"[20, 2, 14, 8, 39]",0,
['2022/11/8'],[ 3 14 16 19 22],"[20, 2, 14, 8, 39]",1,{14}
['2022/11/9'],[ 4  8 20 30 35],"[20, 2, 14, 8, 39]",2,"{8, 20}"
['2022/11/10'],[13 19 23 27 31],"[20, 2, 14, 8, 39]",0,
['2022/11/11'],[ 2  4 12 21 22],"[20, 2, 14, 8, 39]",1,{2}
['2022/11/12'],[ 5 13 19 31 33],"[20, 2, 14, 8, 39]",0,
['2022/11/14'],[ 5 19 27 35 36],"[20, 2, 14, 8, 39]",0,
['2022/11/15'],[ 2  4 15 18 33],"[20, 2, 14, 8, 39]",1,{2}
['2022/11/16'],[ 1  6  7 15 35],"[20, 2, 14, 8, 39]",0,
['2022/11/17'],[ 3 13 22 27 30],"[20, 2, 14, 8, 39]",0,
['2022/11/18'],[1 4 5 7 9],"[20, 2, 14, 8, 39]",0,
['2022/11/19'],[17 21 22 31 35],"[20, 2, 14, 8, 39]",0,
['2022/11/21'],[ 1  8 21 28 38],"[20, 2, 14, 8, 39]",1,{8}
['2022/11/22'],[ 6 10 16 19 30],"[20, 2, 14, 8, 39]",0,
['2022/11/23'],[ 2 22 27 30 37],"[20, 2, 14, 8, 39]",1,{2}
['2022/11/24'],[ 4 17 27 33 37],"[20, 2, 14, 8, 39]",0,
['2022/11/25'],[ 8 18 25 28 36],"[20, 2, 14, 8, 39]",1,{8}
['2022/11/26'],[11 18 20 24 26],"[20, 2, 14, 8, 39]",1,{20}
['2022/11/28'],[ 7  9 17 27 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/11/29'],[ 8 11 14 25 29],"[20, 2, 14, 8, 39]",2,"{8, 14}"
['2022/11/30'],[ 9 13 16 24 37],"[20, 2, 14, 8, 39]",0,
['2022/12/1'],[14 16 24 26 30],"[20, 2, 14, 8, 39]",1,{14}
['2022/12/2'],[ 1  3  4 13 18],"[20, 2, 14, 8, 39]",0,
['2022/12/3'],[11 13 21 28 29],"[20, 2, 14, 8, 39]",0,
['2022/12/5'],[ 5 14 16 18 24],"[20, 2, 14, 8, 39]",1,{14}
['2022/12/6'],[12 13 16 18 25],"[20, 2, 14, 8, 39]",0,
['2022/12/7'],[ 1 10 25 34 36],"[20, 2, 14, 8, 39]",0,
['2022/12/8'],[16 19 21 22 23],"[20, 2, 14, 8, 39]",0,
['2022/12/9'],[12 13 17 35 37],"[20, 2, 14, 8, 39]",0,
['2022/12/10'],[ 8 10 18 29 39],"[20, 2, 14, 8, 39]",2,"{8, 39}"
['2022/12/12'],[13 16 23 27 28],"[20, 2, 14, 8, 39]",0,
['2022/12/13'],[ 1  9 12 27 28],"[20, 2, 14, 8, 39]",0,
['2022/12/14'],[10 12 16 31 36],"[20, 2, 14, 8, 39]",0,
['2022/12/15'],[ 1  6 14 18 24],"[20, 2, 14, 8, 39]",1,{14}
['2022/12/16'],[ 3 14 15 19 34],"[20, 2, 14, 8, 39]",1,{14}
['2022/12/17'],[ 3 10 11 12 24],"[20, 2, 14, 8, 39]",0,
['2022/12/19'],[ 6  9 13 21 35],"[20, 2, 14, 8, 39]",0,
['2022/12/20'],[ 6  9 13 25 29],"[20, 2, 14, 8, 39]",0,
['2022/12/21'],[12 13 20 24 32],"[20, 2, 14, 8, 39]",1,{20}
['2022/12/22'],[ 3  7  9 18 33],"[20, 2, 14, 8, 39]",0,
['2022/12/23'],[23 27 29 30 35],"[20, 2, 14, 8, 39]",0,
['2022/12/24'],[ 1  3  4 31 34],"[20, 2, 14, 8, 39]",0,
['2022/12/26'],[ 2  6 12 13 28],"[20, 2, 14, 8, 39]",1,{2}
['2022/12/27'],[ 8 20 31 35 38],"[20, 2, 14, 8, 39]",2,"{8, 20}"
['2022/12/28'],[ 6 16 18 24 27],"[20, 2, 14, 8, 39]",0,
['2022/12/29'],[ 1  8 18 25 38],"[20, 2, 14, 8, 39]",1,{8}
['2022/12/30'],[ 4  5  8 10 29],"[20, 2, 14, 8, 39]",1,{8}
['2022/12/31'],[ 1 10 15 20 26],"[20, 2, 14, 8, 39]",1,{20}
['2023/1/2'],[ 6  8 10 12 25],"[20, 2, 14, 8, 39]",1,{8}
['2023/1/3'],[12 14 25 30 34],"[20, 2, 14, 8, 39]",1,{14}
['2023/1/4'],[ 8 18 29 31 36],"[20, 2, 14, 8, 39]",1,{8}
['2023/1/5'],[17 26 29 36 39],"[20, 2, 14, 8, 39]",1,{39}
['2023/1/6'],[10 30 35 38 39],"[20, 2, 14, 8, 39]",1,{39}
['2023/1/7'],[ 3  6  8 23 30],"[20, 2, 14, 8, 39]",1,{8}
['2023/1/9'],[ 6 13 30 31 34],"[20, 2, 14, 8, 39]",0,
['2023/1/10'],[ 2  8 18 22 29],"[20, 2, 14, 8, 39]",2,"{8, 2}"
['2023/1/11'],[23 26 31 34 35],"[20, 2, 14, 8, 39]",0,
['2023/1/12'],[ 3 14 26 29 37],"[20, 2, 14, 8, 39]",1,{14}
['2023/1/13'],[ 4  9 26 29 31],"[20, 2, 14, 8, 39]",0,
['2023/1/14'],[ 4  8 12 23 29],"[20, 2, 14, 8, 39]",1,{8}
['2023/1/16'],[ 4  7 11 12 29],"[20, 2, 14, 8, 39]",0,
['2023/1/17'],[ 4  6 26 28 39],"[20, 2, 14, 8, 39]",1,{39}
['2023/1/18'],[ 6 12 18 34 39],"[20, 2, 14, 8, 39]",1,{39}
['2023/1/19'],[ 1  3 12 28 34],"[20, 2, 14, 8, 39]",0,
['2023/1/20'],[ 5  6 15 19 25],"[20, 2, 14, 8, 39]",0,
['2023/1/21'],[ 8 12 14 28 35],"[20, 2, 14, 8, 39]",2,"{8, 14}"
